Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Citizenship,Family Position,Attendance,Field of Study,Special Needs,Target
1,17,2,9500.0,1.0,1.0,145.0,1,2,38,3.0,8.0,136.3,1,0,0,1,0,0,18,0.0,0,8.0,12,7.0,12.285714285714286,0.0,0.0,8.0,12.0,7,12.285714285714286,0,12.7,3.7,-1.7,Barcelona,Middle Child,Full-Time,Medicine,Special Needs,Enrolled
1,1,1,9085.0,1.0,1.0,,1,1,1,4.0,7.0,132.1,1,0,0,1,0,0,19,0.0,0,5.0,9,4.0,13.75,,0.0,5.0,13.0,4,14.333333333333334,2,10.8,1.4,1.74,,,Part-Time,Commerce,,Graduate
1,7,1,,1.0,40.0,150.0,1,19,19,9.0,5.0,150.0,0,0,1,0,0,0,26,0.0,0,,3,0.0,,0.0,,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dublin,Youngest Child,Part-Time,Arts,Special Needs,Dropout
2,1,1,9238.0,1.0,1.0,,1,37,37,5.0,5.0,120.4,0,0,0,1,0,0,20,0.0,0,6.0,7,6.0,11.5,,0.0,6.0,6.0,6,11.666666666666666,0,7.6,2.6,0.32,Brussels,,Online,Science,,Graduate
1,10,1,9085.0,1.0,1.0,140.0,1,19,19,4.0,5.0,140.0,1,0,0,1,0,0,21,0.0,0,5.0,6,5.0,14.2,0.0,0.0,5.0,5.0,5,14.8,0,10.8,1.4,1.74,Budapest,First Child,Evening Classes,Commerce,Special Needs,Graduate
1,1,1,9773.0,1.0,1.0,143.0,1,1,3,3.0,3.0,149.0,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,11.428571428571429,0.0,0.0,6.0,7.0,6,11.0,0,11.1,0.6,2.02,Prague,Middle Child,Online,Arts,Special Needs,Dropout
1,1,1,9773.0,1.0,1.0,,1,38,37,9.0,9.0,114.8,1,1,0,1,0,0,19,0.0,0,6.0,11,4.0,12.25,,0.0,6.0,11.0,3,11.0,0,7.6,2.6,0.32,Prague,,Full-Time,Arts,,Enrolled
1,1,1,9254.0,1.0,1.0,145.0,1,1,38,4.0,9.0,131.7,1,0,0,1,0,1,21,0.0,0,6.0,8,6.0,12.166666666666666,0.0,0.0,6.0,11.0,3,11.666666666666666,0,10.8,1.4,1.74,Budapest,First Child,Online,Commerce,No Special Needs,Dropout
1,1,2,9500.0,1.0,1.0,139.0,1,4,1,2.0,10.0,136.4,1,0,0,1,0,0,19,0.0,0,7.0,9,7.0,13.422222222222224,0.0,0.0,8.0,11.0,7,12.18888888888889,0,15.5,2.8,-4.06,Warsaw,Youngest Child,Online,Arts,Special Needs,Graduate
1,17,1,9254.0,1.0,1.0,127.0,1,1,1,4.0,8.0,126.7,1,0,0,0,1,0,22,0.0,0,1.0,1,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Stockholm,Middle Child,Part-Time,Arts,Special Needs,Dropout
1,39,1,9670.0,1.0,1.0,,1,1,1,4.0,4.0,112.9,0,0,0,1,0,0,24,0.0,0,6.0,12,2.0,11.666666666666666,,0.0,6.0,20.0,2,10.5,6,16.2,0.3,-0.92,Athens,,Evening Classes,Arts,,Dropout
1,39,1,9670.0,1.0,1.0,120.0,1,11,11,90.0,4.0,114.0,1,0,0,1,1,0,29,0.0,0,5.0,10,3.0,11.666666666666666,0.0,0.0,5.0,8.0,4,11.25,0,7.6,2.6,0.32,,Youngest Child,Evening Classes,Medicine,Special Needs,Dropout
1,39,1,171.0,1.0,1.0,145.0,1,3,1,2.0,10.0,114.5,1,0,0,1,1,0,24,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Barcelona,Middle Child,Evening Classes,Engineering,Special Needs,Graduate
1,17,1,9670.0,1.0,1.0,,1,1,1,4.0,8.0,123.0,0,0,1,0,1,0,20,0.0,0,6.0,7,5.0,12.4,,0.0,6.0,8.0,4,13.0,0,13.9,-0.3,0.79,,,Part-Time,Medicine,,Enrolled
1,1,3,9500.0,1.0,1.0,,1,19,1,9.0,3.0,107.8,1,0,0,1,0,1,20,0.0,0,7.0,10,6.0,12.357142857142858,,0.0,8.0,9.0,7,13.0,0,13.9,-0.3,0.79,Zurich,,Part-Time,Science,,Graduate
2,39,1,9991.0,0.0,1.0,,1,37,37,9.0,6.0,132.0,0,0,1,1,1,0,25,0.0,0,5.0,8,4.0,11.0,,0.0,5.0,7.0,4,12.0,0,7.6,2.6,0.32,Bucharest,,Full-Time,Commerce,,Enrolled
1,1,2,9238.0,1.0,1.0,,1,1,19,4.0,8.0,121.4,0,0,0,1,0,0,20,0.0,0,6.0,13,0.0,0.0,,0.0,5.0,11.0,0,0.0,0,9.4,-0.8,-3.12,Oslo,,Part-Time,Commerce,,Enrolled
2,57,1,9991.0,0.0,1.0,133.1,41,38,37,4.0,6.0,100.0,0,0,0,1,0,0,37,1.0,5,10.0,11,7.0,13.428571428571429,0.0,5.0,10.0,11.0,10,11.6,0,8.9,1.4,3.51,Stockholm,Youngest Child,Part-Time,Engineering,No Special Needs,Graduate
1,1,1,171.0,1.0,1.0,,1,37,19,7.0,7.0,134.4,1,0,0,1,1,1,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dublin,,Full-Time,Arts,,Graduate
1,1,4,9238.0,1.0,1.0,,1,19,1,4.0,5.0,122.6,1,1,0,1,0,0,18,0.0,0,6.0,9,5.0,11.833333333333334,,0.0,6.0,8.0,2,11.5,0,13.9,-0.3,0.79,Stockholm,,Part-Time,Science,,Enrolled
1,43,1,9238.0,1.0,1.0,,1,1,38,4.0,3.0,118.3,0,0,0,1,0,1,20,0.0,8,11.0,12,11.0,12.0,,6.0,11.0,14.0,11,12.75,0,13.9,-0.3,0.79,Brussels,,Online,Science,,Graduate
1,1,1,9119.0,1.0,1.0,148.0,1,19,19,9.0,8.0,129.8,0,0,0,0,1,1,18,0.0,0,5.0,6,5.0,15.0,0.0,0.0,5.0,6.0,5,14.2,0,8.9,1.4,3.51,Edinburgh,Youngest Child,Evening Classes,Commerce,Special Needs,Enrolled
1,1,1,9238.0,1.0,1.0,126.0,1,3,1,5.0,5.0,125.7,0,0,0,1,0,1,18,0.0,0,6.0,6,6.0,11.333333333333334,0.0,0.0,6.0,8.0,6,11.333333333333334,0,15.5,2.8,-4.06,Amsterdam,First Child,Online,Commerce,No Special Needs,Graduate
1,17,1,9085.0,1.0,1.0,,1,1,19,4.0,9.0,142.2,1,0,0,1,0,0,18,0.0,0,5.0,7,5.0,13.8,,0.0,5.0,5.0,5,12.6,0,10.8,1.4,1.74,Prague,,Part-Time,Engineering,,Graduate
1,42,1,9500.0,1.0,1.0,,1,3,3,2.0,2.0,122.0,1,0,0,1,0,0,20,0.0,0,8.0,11,6.0,12.491666666666667,,0.0,8.0,11.0,6,12.491666666666667,0,12.7,3.7,-1.7,Amsterdam,,Part-Time,Medicine,,Graduate
1,43,2,9500.0,1.0,1.0,120.0,1,37,34,90.0,0.0,121.5,0,0,1,1,0,0,22,0.0,11,14.0,14,12.0,12.333333333333334,2.0,11.0,14.0,14.0,12,12.333333333333334,2,7.6,2.6,0.32,Dublin,Youngest Child,Part-Time,Arts,Special Needs,Graduate
2,39,1,9853.0,1.0,1.0,133.1,1,37,37,5.0,5.0,116.5,0,0,0,1,0,0,34,0.0,0,7.0,11,1.0,10.0,0.0,0.0,7.0,7.0,1,13.0,0,16.2,0.3,-0.92,Athens,First Child,Part-Time,Arts,No Special Needs,Dropout
1,39,2,9556.0,1.0,1.0,130.0,1,19,19,4.0,5.0,100.0,0,0,0,1,1,1,25,0.0,0,7.0,7,2.0,10.0,0.0,0.0,7.0,7.0,0,0.0,0,15.5,2.8,-4.06,Bucharest,Middle Child,Online,Engineering,No Special Needs,Dropout
1,44,1,9003.0,1.0,39.0,130.0,1,5,3,2.0,2.0,130.0,0,0,0,1,1,0,20,0.0,1,7.0,13,3.0,10.666666666666666,0.0,0.0,6.0,14.0,2,11.5,0,15.5,2.8,-4.06,Madrid,Youngest Child,Full-Time,Engineering,No Special Needs,Enrolled
1,7,1,8014.0,0.0,40.0,120.0,1,37,19,9.0,3.0,120.0,0,0,0,1,0,0,36,0.0,6,10.0,15,4.0,13.0,0.0,5.0,9.0,10.0,4,13.75,0,8.9,1.4,3.51,Zurich,Youngest Child,Full-Time,Arts,No Special Needs,Dropout
1,17,2,9147.0,1.0,1.0,,1,38,37,6.0,6.0,143.9,0,0,0,1,0,0,18,0.0,0,5.0,11,5.0,11.333333333333334,,0.0,5.0,8.0,5,12.0,0,13.9,-0.3,0.79,Sofia,,Full-Time,Arts,,Graduate
2,42,1,9991.0,0.0,1.0,,1,3,2,2.0,2.0,130.0,0,0,0,1,1,0,27,0.0,2,2.0,2,2.0,12.5,,0.0,5.0,6.0,2,12.5,0,12.7,3.7,-1.7,Athens,,Full-Time,Medicine,,Enrolled
1,15,1,9254.0,1.0,1.0,,1,1,3,3.0,3.0,142.5,1,0,0,0,1,0,19,0.0,0,6.0,6,6.0,14.0,,0.0,6.0,6.0,6,13.666666666666666,0,13.9,-0.3,0.79,Oslo,,Full-Time,Arts,,Graduate
1,1,3,9773.0,1.0,1.0,,1,1,37,4.0,5.0,120.9,1,0,1,1,0,0,18,0.0,0,6.0,6,6.0,14.333333333333334,,0.0,6.0,6.0,6,14.166666666666666,0,8.9,1.4,3.51,Stockholm,,Part-Time,Arts,,Graduate
1,44,1,9130.0,1.0,39.0,,1,1,1,4.0,4.0,150.0,1,0,0,1,0,0,20,0.0,0,5.0,7,4.0,12.0,,0.0,5.0,6.0,4,12.4,0,10.8,1.4,1.74,Rome,,Part-Time,Medicine,,Enrolled
1,1,1,171.0,1.0,,,1,38,19,,10.0,134.6,0,0,0,1,0,0,20,,0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,15.5,2.8,-4.06,,,Online,Science,No Special Needs,Dropout
1,39,1,9003.0,1.0,1.0,130.0,1,38,38,9.0,9.0,150.0,0,0,1,0,1,0,28,0.0,5,11.0,14,11.0,15.090909090909092,0.0,5.0,10.0,11.0,10,15.0,0,11.1,0.6,2.02,Venice,Middle Child,Evening Classes,Science,No Special Needs,Dropout
1,1,1,9500.0,1.0,1.0,135.0,1,19,19,4.0,5.0,126.8,1,0,0,1,1,0,19,0.0,0,7.0,9,0.0,0.0,0.0,0.0,7.0,8.0,0,0.0,0,15.5,2.8,-4.06,Amsterdam,Youngest Child,Full-Time,Science,Special Needs,Dropout
1,1,1,171.0,1.0,1.0,131.0,1,19,38,4.0,5.0,132.8,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.6,2.6,0.32,Zurich,Middle Child,Part-Time,Commerce,No Special Needs,Enrolled
1,17,1,9254.0,1.0,,,1,37,37,,7.0,102.0,0,0,0,1,0,0,19,,0,6.0,8,,,,0.0,6.0,8.0,5,11.6,0,10.8,1.4,1.74,,,Evening Classes,Medicine,,Graduate
1,18,3,9500.0,1.0,1.0,131.0,1,19,1,4.0,7.0,127.5,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.457142857142856,0.0,0.0,8.0,8.0,8,14.5125,0,13.9,-0.3,0.79,Oslo,Middle Child,Evening Classes,Commerce,Special Needs,Graduate
1,1,1,9238.0,1.0,,,1,1,1,,9.0,124.2,1,0,1,1,0,1,19,,0,6.0,6,,,,0.0,6.0,6.0,6,12.666666666666666,0,9.4,-0.8,-3.12,,,Evening Classes,Engineering,,Graduate
1,18,2,9500.0,1.0,1.0,129.0,1,38,37,5.0,5.0,119.0,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,12.342857142857143,0.0,0.0,8.0,8.0,7,12.342857142857143,0,10.8,1.4,1.74,Copenhagen,Youngest Child,Full-Time,Engineering,No Special Needs,Graduate
1,17,2,9500.0,1.0,1.0,,1,19,19,9.0,10.0,133.4,1,0,0,1,0,0,19,0.0,0,7.0,7,7.0,14.125714285714285,,0.0,8.0,8.0,8,14.36875,0,11.1,0.6,2.02,Warsaw,,Part-Time,Science,,Graduate
2,43,1,9991.0,0.0,,,1,37,19,,4.0,140.0,0,0,1,1,0,0,34,,4,10.0,25,,,0.0,3.0,9.0,18.0,8,12.22222222222222,0,16.2,0.3,-0.92,,,Part-Time,Commerce,Special Needs,Dropout
1,1,1,9119.0,1.0,1.0,,1,19,37,5.0,8.0,150.8,1,0,0,1,1,0,18,0.0,0,5.0,9,4.0,10.5,,0.0,5.0,11.0,2,10.5,3,7.6,2.6,0.32,Milan,,Evening Classes,Commerce,,Enrolled
2,39,2,9147.0,1.0,3.0,,1,3,37,9.0,9.0,103.4,0,0,0,1,0,0,30,0.0,4,7.0,9,7.0,11.75,,3.0,8.0,12.0,7,11.142857142857142,0,12.7,3.7,-1.7,Lisbon,,Online,Arts,,Dropout
1,44,1,9238.0,1.0,1.0,,1,1,38,4.0,9.0,145.9,0,0,0,1,0,1,19,0.0,3,6.0,6,6.0,15.5,,2.0,6.0,7.0,6,13.571428571428571,0,13.9,-0.3,0.79,Munich,,Part-Time,Medicine,,Graduate
1,2,1,9147.0,1.0,1.0,,1,37,37,9.0,9.0,122.0,1,0,0,1,0,0,29,0.0,13,15.0,19,13.0,11.76923076923077,,12.0,14.0,17.0,14,11.928571428571429,0,9.4,-0.8,-3.12,Amsterdam,,Evening Classes,Science,,Graduate
1,39,1,9991.0,0.0,1.0,133.1,1,37,37,9.0,9.0,126.3,0,0,0,1,0,1,26,0.0,0,5.0,7,0.0,0.0,0.0,0.0,5.0,8.0,0,0.0,0,16.2,0.3,-0.92,Lisbon,Middle Child,Online,Medicine,Special Needs,Dropout
1,17,6,9500.0,1.0,1.0,,1,1,37,8.0,9.0,128.0,1,0,0,1,0,0,19,0.0,0,7.0,7,7.0,13.467142857142855,,0.0,8.0,9.0,8,15.011111111111113,0,12.4,0.5,1.79,Sofia,,Full-Time,Engineering,,Graduate
1,1,4,9254.0,1.0,1.0,,1,37,37,9.0,7.0,113.2,1,0,0,1,0,0,24,0.0,0,6.0,14,2.0,10.5,,0.0,6.0,11.0,1,10.0,0,10.8,1.4,1.74,Budapest,,Evening Classes,Engineering,,Dropout
1,43,1,9670.0,1.0,,,1,34,34,,0.0,111.6,0,0,0,1,1,0,35,,1,5.0,5,,,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,,,Part-Time,Science,Special Needs,Dropout
2,39,1,8014.0,0.0,1.0,100.0,1,37,38,9.0,9.0,141.5,0,0,0,1,0,0,45,0.0,0,6.0,9,5.0,12.333333333333334,0.0,0.0,6.0,6.0,6,13.0,0,13.9,-0.3,0.79,London,Youngest Child,Part-Time,Commerce,No Special Needs,Graduate
1,43,1,9070.0,1.0,1.0,160.0,1,1,2,4.0,2.0,100.0,0,0,0,1,1,0,38,0.0,1,6.0,9,5.0,16.0,1.0,0.0,6.0,11.0,4,16.5,0,13.9,-0.3,0.79,Copenhagen,First Child,Online,Science,Special Needs,Enrolled
2,39,1,9991.0,0.0,1.0,140.0,1,36,14,9.0,10.0,130.0,1,0,0,1,1,0,41,0.0,0,5.0,9,4.0,10.75,0.0,0.0,5.0,7.0,2,10.0,0,9.4,-0.8,-3.12,Warsaw,Youngest Child,Part-Time,Medicine,No Special Needs,Dropout
2,43,1,9500.0,1.0,1.0,137.0,1,3,3,2.0,2.0,115.0,0,0,0,1,0,0,28,0.0,0,7.0,8,7.0,14.95,0.0,0.0,8.0,8.0,8,14.7375,0,13.9,-0.3,0.79,Budapest,First Child,Full-Time,Science,Special Needs,Graduate
1,17,1,9085.0,1.0,1.0,,1,1,1,4.0,7.0,134.6,1,0,0,1,1,0,22,0.0,0,6.0,16,0.0,0.0,,0.0,6.0,7.0,0,0.0,0,16.2,0.3,-0.92,Istanbul,,Evening Classes,Arts,,Dropout
1,39,1,9500.0,1.0,1.0,148.0,1,3,19,2.0,5.0,130.0,0,0,0,1,0,0,24,0.0,0,8.0,12,7.0,12.714285714285714,0.0,0.0,8.0,12.0,7,12.714285714285714,0,12.7,3.7,-1.7,Vienna,Middle Child,Full-Time,Medicine,Special Needs,Enrolled
1,17,2,9147.0,1.0,1.0,131.0,1,1,19,4.0,5.0,120.2,1,0,0,1,0,0,21,0.0,0,5.0,10,4.0,11.75,0.0,0.0,5.0,6.0,5,11.6,0,12.4,0.5,1.79,Saint Petersburg,First Child,Evening Classes,Arts,No Special Needs,Graduate
4,39,1,9773.0,1.0,12.0,120.0,1,37,37,4.0,9.0,130.0,0,0,0,0,1,0,55,0.0,0,6.0,8,5.0,11.4,0.0,0.0,6.0,9.0,5,12.4,0,10.8,1.4,1.74,Bucharest,Middle Child,Part-Time,Arts,Special Needs,Dropout
1,44,2,9238.0,1.0,39.0,150.0,1,3,19,4.0,9.0,147.0,1,0,0,1,0,0,19,0.0,3,6.0,6,6.0,14.166666666666666,0.0,2.0,6.0,6.0,6,13.5,0,12.4,0.5,1.79,Berlin,Youngest Child,Part-Time,Arts,No Special Needs,Graduate
1,1,1,9147.0,1.0,1.0,,1,1,4,9.0,10.0,121.8,0,0,0,1,1,0,19,0.0,0,5.0,8,5.0,11.6,,0.0,5.0,10.0,4,13.5,3,16.2,0.3,-0.92,Vienna,,Online,Science,,Graduate
1,39,2,9147.0,1.0,19.0,,1,38,19,4.0,10.0,116.3,0,0,0,0,1,0,32,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,9.0,0,0.0,0,10.8,1.4,1.74,Athens,,Full-Time,Engineering,,Dropout
1,39,1,9085.0,1.0,1.0,,1,37,37,9.0,9.0,120.0,0,0,0,0,0,0,32,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Zurich,,Online,Engineering,,Dropout
4,39,1,9991.0,0.0,1.0,133.1,1,37,37,9.0,9.0,130.4,0,0,0,1,0,0,30,0.0,0,5.0,10,3.0,10.666666666666666,0.0,0.0,5.0,8.0,5,10.4,0,12.7,3.7,-1.7,Paris,Middle Child,Part-Time,Commerce,No Special Needs,Enrolled
1,17,1,9670.0,1.0,1.0,,1,19,19,191.0,171.0,109.1,0,0,1,0,1,0,21,0.0,0,6.0,11,4.0,12.25,,0.0,6.0,9.0,4,13.4,0,11.1,0.6,2.02,Copenhagen,,Evening Classes,Medicine,,Enrolled
1,43,1,9500.0,1.0,1.0,130.0,1,38,38,9.0,5.0,100.0,0,0,0,1,0,0,20,0.0,0,7.0,11,6.0,11.616666666666667,0.0,0.0,7.0,7.0,7,13.0,0,13.9,-0.3,0.79,Prague,First Child,Online,Engineering,No Special Needs,Enrolled
1,1,1,9085.0,1.0,1.0,120.0,1,1,19,3.0,4.0,116.7,0,0,0,1,0,0,20,0.0,0,5.0,12,3.0,12.333333333333334,2.0,0.0,5.0,8.0,3,13.0,1,9.4,-0.8,-3.12,Copenhagen,Middle Child,Evening Classes,Commerce,Special Needs,Graduate
1,1,1,9500.0,1.0,1.0,149.0,1,19,1,4.0,4.0,134.8,0,0,0,1,0,0,18,0.0,0,8.0,8,8.0,14.445,0.0,0.0,8.0,8.0,8,14.445,0,9.4,-0.8,-3.12,Brussels,First Child,Evening Classes,Arts,No Special Needs,Graduate
1,1,1,9238.0,1.0,1.0,117.0,1,38,38,175.0,183.0,113.2,1,0,1,1,0,0,20,0.0,0,6.0,8,6.0,10.666666666666666,0.0,0.0,6.0,7.0,6,11.857142857142858,0,11.1,0.6,2.02,Athens,Middle Child,Full-Time,Commerce,Special Needs,Graduate
1,1,2,9085.0,1.0,1.0,122.0,1,3,1,4.0,7.0,116.1,1,0,0,1,0,0,18,0.0,0,6.0,13,6.0,13.153846153846152,0.0,0.0,6.0,12.0,3,11.0,0,15.5,2.8,-4.06,Zurich,Youngest Child,Full-Time,Engineering,No Special Needs,Graduate
1,44,1,9003.0,1.0,39.0,140.0,1,1,38,9.0,1.0,140.0,1,0,0,1,1,0,22,0.0,0,6.0,12,5.0,12.6,0.0,0.0,6.0,11.0,6,11.714285714285714,0,12.4,0.5,1.79,Istanbul,First Child,Evening Classes,Commerce,Special Needs,Graduate
1,17,1,171.0,1.0,1.0,,1,1,1,4.0,10.0,134.7,0,0,0,0,1,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Barcelona,,Online,Commerce,,Dropout
1,1,1,9500.0,1.0,1.0,127.0,1,2,19,3.0,9.0,121.5,0,0,0,1,1,0,23,0.0,0,7.0,7,6.0,13.483333333333334,0.0,0.0,7.0,7.0,6,13.483333333333334,0,7.6,2.6,0.32,Sofia,Middle Child,Evening Classes,Engineering,Special Needs,Graduate
1,39,1,9670.0,1.0,1.0,,1,1,19,5.0,4.0,140.4,0,0,0,1,0,0,31,0.0,2,6.0,13,5.0,11.4,,0.0,6.0,14.0,4,11.75,0,13.9,-0.3,0.79,Sofia,,Online,Arts,,Dropout
1,1,3,9773.0,1.0,1.0,135.0,1,3,1,2.0,4.0,129.8,1,0,0,1,1,0,20,0.0,0,6.0,6,5.0,12.8,0.0,0.0,6.0,11.0,3,12.75,0,15.5,2.8,-4.06,Lisbon,Youngest Child,Online,Engineering,No Special Needs,Graduate
1,17,1,9500.0,1.0,1.0,,1,19,38,5.0,9.0,129.5,1,0,0,1,0,1,20,0.0,0,7.0,7,6.0,12.333333333333334,,0.0,7.0,7.0,6,12.333333333333334,0,7.6,2.6,0.32,London,,Part-Time,Science,,Graduate
4,39,1,9500.0,1.0,19.0,,1,38,19,5.0,7.0,140.0,0,0,0,1,0,1,26,0.0,0,7.0,13,5.0,12.74,,0.0,8.0,12.0,6,10.978571428571428,0,16.2,0.3,-0.92,Munich,,Online,Commerce,,Dropout
1,1,4,9238.0,1.0,1.0,,1,19,19,4.0,0.0,127.4,1,0,0,1,0,0,20,0.0,0,6.0,8,6.0,11.166666666666666,,0.0,6.0,6.0,6,11.333333333333334,0,7.6,2.6,0.32,Amsterdam,,Evening Classes,Science,,Graduate
1,1,1,9085.0,1.0,1.0,,1,37,37,9.0,6.0,130.7,0,0,1,1,0,0,21,0.0,0,5.0,9,2.0,11.5,,0.0,5.0,13.0,4,11.0,1,10.8,1.4,1.74,Lisbon,,Part-Time,Medicine,,Enrolled
1,18,1,9670.0,1.0,1.0,133.0,1,1,1,9.0,9.0,121.5,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,13.0,0.0,0.0,6.0,6.0,6,14.333333333333334,0,12.4,0.5,1.79,Berlin,Youngest Child,Online,Engineering,Special Needs,Graduate
1,1,6,9500.0,1.0,1.0,145.0,1,38,37,5.0,6.0,127.5,1,0,0,1,0,1,19,0.0,0,7.0,7,6.0,13.416666666666666,0.0,0.0,7.0,7.0,6,13.416666666666666,0,7.6,2.6,0.32,Amsterdam,Youngest Child,Online,Science,Special Needs,Graduate
1,17,2,9500.0,1.0,1.0,145.0,1,19,37,5.0,9.0,130.5,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,14.24,0.0,0.0,8.0,8.0,7,14.24,0,10.8,1.4,1.74,Berlin,First Child,Online,Engineering,Special Needs,Graduate
1,1,1,9147.0,1.0,1.0,123.0,1,1,19,4.0,5.0,117.8,0,0,0,1,1,0,20,0.0,0,5.0,9,5.0,12.0,0.0,0.0,5.0,9.0,4,13.0,0,8.9,1.4,3.51,Istanbul,Youngest Child,Full-Time,Medicine,Special Needs,Enrolled
2,44,1,8014.0,0.0,39.0,160.0,1,37,19,9.0,10.0,155.9,0,0,0,1,0,0,33,0.0,3,6.0,7,6.0,15.714285714285714,0.0,2.0,6.0,7.0,6,15.5,0,13.9,-0.3,0.79,Warsaw,First Child,Full-Time,Medicine,Special Needs,Graduate
1,44,1,9119.0,1.0,39.0,151.0,1,19,37,4.0,7.0,151.0,0,0,1,1,0,0,26,0.0,0,5.0,6,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,16.2,0.3,-0.92,Madrid,Youngest Child,Evening Classes,Medicine,No Special Needs,Dropout
1,17,1,9254.0,1.0,1.0,,1,19,19,9.0,8.0,119.9,1,0,0,1,0,0,20,0.0,0,6.0,6,6.0,12.333333333333334,,0.0,6.0,6.0,6,12.333333333333334,0,12.4,0.5,1.79,Athens,,Evening Classes,Commerce,,Graduate
1,1,5,9670.0,1.0,,,1,4,1,,10.0,112.0,1,0,0,1,0,0,18,,0,6.0,10,,,0.0,0.0,6.0,11.0,5,12.2,0,8.9,1.4,3.51,,,Part-Time,Engineering,Special Needs,Enrolled
1,1,4,9070.0,1.0,1.0,,1,3,19,1.0,5.0,138.3,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,14.666666666666666,,0.0,6.0,6.0,6,13.166666666666666,0,9.4,-0.8,-3.12,Stockholm,,Evening Classes,Arts,,Graduate
1,17,2,9670.0,1.0,1.0,132.0,1,1,19,5.0,3.0,124.0,1,0,0,1,1,0,21,0.0,0,5.0,7,3.0,12.333333333333334,0.0,0.0,5.0,5.0,4,11.25,0,7.6,2.6,0.32,Berlin,First Child,Online,Commerce,Special Needs,Dropout
1,17,2,9238.0,1.0,1.0,133.0,1,37,37,9.0,4.0,123.6,0,0,0,1,0,1,19,0.0,0,6.0,7,6.0,14.142857142857142,0.0,0.0,6.0,6.0,6,15.0,0,13.9,-0.3,0.79,Istanbul,Middle Child,Part-Time,Commerce,Special Needs,Graduate
1,42,1,9119.0,1.0,1.0,,1,5,5,2.0,2.0,115.0,0,0,0,1,1,0,30,0.0,1,6.0,9,2.0,15.0,,1.0,6.0,7.0,2,13.5,0,15.5,2.8,-4.06,Amsterdam,,Full-Time,Medicine,,Dropout
1,17,5,9147.0,1.0,1.0,,1,37,38,5.0,5.0,128.9,0,0,0,1,0,1,18,0.0,0,5.0,7,5.0,11.6,,0.0,5.0,11.0,5,11.4,4,16.2,0.3,-0.92,Paris,,Full-Time,Commerce,,Graduate
1,1,1,9238.0,1.0,,,41,19,19,,9.0,119.7,1,0,1,1,0,1,19,,0,6.0,8,,,,0.0,6.0,7.0,6,12.666666666666666,0,8.9,1.4,3.51,,,Online,Arts,,Graduate
1,1,2,9773.0,,1.0,133.0,1,19,38,5.0,,133.7,1,0,0,1,0,0,19,,0,6.0,11,1.0,13.0,0.0,0.0,,,0,,0,7.6,,0.32,,Middle Child,Part-Time,Medicine,No Special Needs,Dropout
1,1,1,9773.0,1.0,1.0,,1,1,38,4.0,7.0,146.5,0,0,0,1,0,1,18,0.0,0,6.0,7,6.0,13.428571428571429,,0.0,6.0,10.0,6,13.5,0,13.9,-0.3,0.79,Istanbul,,Online,Engineering,,Graduate
1,43,1,9130.0,1.0,1.0,140.0,1,3,3,2.0,2.0,140.0,0,0,0,1,0,0,20,0.0,10,17.0,29,14.0,12.5625,4.0,7.0,12.0,24.0,12,12.857142857142858,1,15.5,2.8,-4.06,Warsaw,First Child,Evening Classes,Engineering,Special Needs,Graduate
