Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
276,1,42,1,9853.0,1.0,1.0,120.0,1,37,38,3.0,3.0,113.7,0,0,0,1,0,0,20,0.0,0,6.0,8,5.0,11.0,0.0,0.0,6.0,10.0,3,10.666666666666666,0,12.7,3.7,-1.7,Dropout,Saint Petersburg,First Child,Part-Time,Commerce,No Special Needs
2245,1,17,4,9238.0,1.0,,,1,37,37,,8.0,117.1,1,0,0,1,1,0,21,,0,6.0,6,,,0.0,0.0,6.0,7.0,6,13.666666666666666,0,8.9,1.4,3.51,Graduate,,,Part-Time,Commerce,No Special Needs
1084,1,1,2,9070.0,1.0,1.0,,1,19,1,9.0,3.0,123.7,1,0,0,1,0,1,18,0.0,1,6.0,8,6.0,12.714285714285714,,0.0,6.0,8.0,6,12.625,0,13.9,-0.3,0.79,Graduate,Budapest,,Evening Classes,Arts,
3947,1,17,4,9556.0,1.0,1.0,,1,38,37,3.0,7.0,129.0,1,0,0,1,0,0,21,0.0,0,7.0,0,0.0,0.0,,0.0,7.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Athens,,Online,Commerce,
623,1,17,1,9500.0,1.0,1.0,137.0,1,38,37,7.0,5.0,131.0,1,0,0,1,0,1,18,0.0,0,8.0,8,8.0,13.73125,0.0,0.0,8.0,8.0,8,13.73125,0,9.4,-0.8,-3.12,Graduate,Stockholm,Middle Child,Online,Medicine,Special Needs
3362,1,1,4,9147.0,1.0,1.0,123.0,1,1,1,9.0,7.0,117.4,1,0,0,1,0,1,18,0.0,0,5.0,7,5.0,12.0,0.0,0.0,5.0,10.0,5,11.4,0,8.9,1.4,3.51,Graduate,Berlin,Middle Child,Full-Time,Commerce,Special Needs
3182,1,43,1,8014.0,0.0,1.0,,6,34,34,0.0,0.0,134.5,1,0,0,1,1,0,25,1.0,8,14.0,23,11.0,11.6875,,6.0,10.0,20.0,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate,,,Online,Commerce,
4187,2,39,1,8014.0,0.0,1.0,,1,37,38,3.0,7.0,134.5,0,0,0,1,0,0,28,0.0,0,6.0,8,5.0,11.833333333333334,,0.0,6.0,6.0,6,13.0,0,16.2,0.3,-0.92,Graduate,Rome,,Evening Classes,Commerce,
3274,1,39,1,9003.0,1.0,19.0,133.1,1,37,37,9.0,9.0,130.0,0,0,0,1,0,0,44,0.0,0,6.0,10,1.0,12.0,0.0,0.0,6.0,6.0,0,0.0,0,11.1,0.6,2.02,Dropout,Helsinki,Middle Child,Evening Classes,Arts,No Special Needs
1582,1,43,1,,0.0,1.0,,1,19,37,3.0,9.0,100.0,0,0,0,1,0,0,34,0.0,0,,9,0.0,,,,5.0,10.0,1,11.0,0,13.9,-0.3,0.79,Dropout,Dublin,,Online,Engineering,
475,1,1,1,9670.0,1.0,1.0,122.0,1,1,19,3.0,5.0,116.8,1,0,0,1,0,0,21,0.0,0,5.0,8,4.0,11.5,0.0,0.0,5.0,5.0,5,12.8,0,7.6,2.6,0.32,Graduate,Madrid,First Child,Full-Time,Arts,Special Needs
4210,1,1,1,9254.0,1.0,1.0,129.0,1,19,1,3.0,7.0,121.0,0,0,0,1,0,1,22,0.0,0,6.0,9,6.0,12.833333333333334,0.0,0.0,6.0,6.0,4,13.25,0,16.2,0.3,-0.92,Graduate,Vienna,Youngest Child,Full-Time,Commerce,No Special Needs
2575,2,39,1,8014.0,0.0,1.0,150.0,1,37,37,7.0,5.0,143.0,0,0,0,1,0,0,40,0.0,5,9.0,9,9.0,15.88888888888889,0.0,3.0,7.0,7.0,7,14.142857142857142,0,12.7,3.7,-1.7,Graduate,Saint Petersburg,Middle Child,Evening Classes,Medicine,No Special Needs
1828,1,7,1,9500.0,1.0,3.0,,1,37,37,4.0,5.0,120.0,0,0,1,0,0,0,28,0.0,0,7.0,7,0.0,0.0,,0.0,7.0,7.0,0,0.0,7,13.9,-0.3,0.79,Dropout,,,Evening Classes,Engineering,
1726,1,43,1,9238.0,1.0,1.0,,1,34,34,99.0,99.0,131.9,0,0,0,1,0,1,29,0.0,9,16.0,17,16.0,12.588235294117649,,10.0,13.0,14.0,13,13.357142857142858,0,9.4,-0.8,-3.12,Graduate,Brussels,,Part-Time,Arts,
275,1,17,3,9500.0,1.0,1.0,145.0,1,12,1,4.0,10.0,139.8,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.685714285714283,0.0,0.0,8.0,8.0,8,15.3875,0,13.9,-0.3,0.79,Graduate,Helsinki,Middle Child,Full-Time,Medicine,No Special Needs
1561,1,17,1,9130.0,1.0,1.0,,1,38,19,5.0,7.0,130.0,1,0,0,1,0,0,21,0.0,0,6.0,12,5.0,13.6,,0.0,6.0,10.0,4,14.25,0,12.4,0.5,1.79,Enrolled,Oslo,,Online,Science,
98,1,1,1,9085.0,1.0,1.0,135.0,1,1,2,9.0,1.0,134.3,1,0,0,1,0,0,19,0.0,0,5.0,7,5.0,14.2,2.0,0.0,5.0,7.0,5,13.8,0,12.7,3.7,-1.7,Enrolled,Milan,Middle Child,Evening Classes,Engineering,Special Needs
4219,1,16,4,9238.0,1.0,1.0,,1,37,37,9.0,9.0,121.0,1,0,0,1,0,0,18,0.0,0,6.0,8,5.0,13.0,,0.0,6.0,7.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Lisbon,,Online,Engineering,
4148,1,1,1,9147.0,1.0,1.0,,1,37,37,9.0,9.0,120.2,1,0,0,1,0,0,20,0.0,0,5.0,9,2.0,10.0,,0.0,5.0,10.0,2,11.0,0,7.6,2.6,0.32,Enrolled,Athens,,Full-Time,Commerce,
1360,1,1,4,9119.0,1.0,1.0,,1,3,1,123.0,152.0,116.9,0,0,0,1,1,0,18,0.0,0,5.0,9,1.0,13.0,,0.0,5.0,5.0,0,0.0,0,8.9,1.4,3.51,Dropout,Lisbon,,Evening Classes,Arts,
4290,1,1,1,171.0,1.0,1.0,,1,1,12,4.0,4.0,148.4,1,0,0,1,1,1,20,0.0,8,14.0,15,12.0,10.923076923076923,,7.0,13.0,14.0,11,12.181818181818182,0,11.1,0.6,2.02,Graduate,Paris,,Part-Time,Arts,
3011,1,1,1,9085.0,1.0,1.0,132.0,1,2,2,6.0,6.0,128.5,0,0,0,1,0,0,18,0.0,0,6.0,11,5.0,12.285714285714286,0.0,0.0,6.0,19.0,3,14.0,1,12.4,0.5,1.79,Dropout,Warsaw,Youngest Child,Online,Science,Special Needs
2568,1,39,1,9147.0,1.0,12.0,,1,37,37,9.0,7.0,139.4,0,0,1,1,0,0,41,0.0,0,5.0,6,5.0,11.6,,0.0,5.0,8.0,5,12.2,0,7.6,2.6,0.32,Enrolled,Vienna,,Part-Time,Commerce,
1069,1,1,2,9670.0,1.0,1.0,111.0,1,19,19,9.0,9.0,114.2,1,0,0,1,0,0,18,0.0,0,6.0,9,4.0,13.2,0.0,0.0,6.0,10.0,5,12.8,0,12.4,0.5,1.79,Graduate,Berlin,Middle Child,Part-Time,Arts,No Special Needs
3206,1,1,1,9147.0,1.0,1.0,,1,5,1,1.0,5.0,144.6,0,0,0,1,1,0,18,0.0,0,5.0,5,5.0,13.0,,0.0,5.0,6.0,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate,Oslo,,Part-Time,Science,
3265,1,17,1,9238.0,1.0,1.0,125.0,1,1,38,144.0,181.0,123.3,0,0,0,1,0,1,19,0.0,0,6.0,8,6.0,11.5,0.0,0.0,6.0,7.0,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,Budapest,Middle Child,Full-Time,Commerce,Special Needs
3938,1,1,2,9500.0,1.0,1.0,138.0,1,19,1,5.0,5.0,128.0,1,0,0,1,0,0,19,0.0,0,7.0,7,7.0,14.20857142857143,0.0,0.0,8.0,9.0,8,15.127777777777778,0,11.1,0.6,2.02,Graduate,Vienna,First Child,Full-Time,Arts,No Special Needs
1787,1,7,1,9991.0,0.0,3.0,140.0,1,37,37,9.0,9.0,140.0,0,0,0,1,1,0,27,0.0,0,5.0,6,4.0,13.5,0.0,0.0,5.0,6.0,4,13.75,0,7.6,2.6,0.32,Graduate,Brussels,Youngest Child,Part-Time,Commerce,Special Needs
83,1,17,1,9254.0,1.0,1.0,,1,19,19,4.0,4.0,125.5,0,0,0,1,1,0,18,0.0,0,5.0,6,5.0,12.0,,0.0,5.0,8.0,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled,Brussels,,Evening Classes,Arts,
2815,1,17,1,9238.0,1.0,1.0,132.0,1,37,38,9.0,5.0,120.8,0,0,0,1,0,1,19,0.0,0,6.0,11,5.0,11.6,0.0,0.0,6.0,10.0,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,Venice,Youngest Child,Evening Classes,Commerce,Special Needs
3832,1,43,1,9070.0,1.0,1.0,100.0,1,37,37,9.0,9.0,108.0,1,0,0,1,1,0,34,0.0,7,12.0,12,7.0,11.428571428571429,0.0,4.0,12.0,12.0,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled,Rome,Youngest Child,Full-Time,Commerce,No Special Needs
918,2,44,1,9003.0,1.0,39.0,,1,37,38,9.0,4.0,160.0,0,0,0,1,0,0,43,0.0,0,6.0,8,6.0,14.166666666666666,,0.0,6.0,9.0,6,15.0,0,15.5,2.8,-4.06,Graduate,Bucharest,,Part-Time,Science,
1092,1,17,3,9238.0,1.0,1.0,,1,37,38,0.0,7.0,126.9,1,0,0,1,0,0,18,0.0,0,6.0,14,5.0,11.0,,0.0,6.0,6.0,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,Copenhagen,,Part-Time,Engineering,
613,1,17,3,9147.0,1.0,1.0,118.0,1,1,19,5.0,7.0,118.0,0,0,0,1,0,0,20,0.0,0,5.0,11,4.0,11.0,0.0,0.0,5.0,7.0,5,13.2,0,12.4,0.5,1.79,Enrolled,Athens,Youngest Child,Online,Engineering,Special Needs
824,1,18,4,9773.0,1.0,1.0,,1,1,1,9.0,9.0,111.6,1,0,0,1,0,1,21,0.0,0,6.0,6,6.0,12.5,,0.0,6.0,6.0,6,11.5,0,11.1,0.6,2.02,Graduate,Rome,,Full-Time,Science,
2004,1,7,1,9853.0,1.0,3.0,140.0,1,34,34,0.0,0.0,140.0,1,0,0,0,0,0,24,0.0,0,6.0,12,0.0,0.0,0.0,0.0,5.0,10.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Vienna,First Child,Full-Time,Arts,Special Needs
1489,1,17,6,9119.0,1.0,1.0,124.0,1,19,19,4.0,0.0,126.1,1,0,0,1,1,0,20,0.0,0,5.0,7,4.0,13.0,0.0,0.0,5.0,9.0,5,14.833333333333334,3,7.6,2.6,0.32,Graduate,Helsinki,Youngest Child,Online,Arts,Special Needs
175,1,1,1,9670.0,1.0,1.0,,1,37,37,9.0,9.0,123.0,1,0,0,1,0,1,18,0.0,0,5.0,6,3.0,11.666666666666666,,0.0,5.0,6.0,4,13.5,0,7.6,2.6,0.32,Enrolled,Paris,,Online,Arts,
3769,1,1,3,9773.0,1.0,1.0,131.0,1,1,1,4.0,4.0,127.2,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.166666666666666,0.0,0.0,6.0,7.0,5,13.2,0,12.4,0.5,1.79,Dropout,Copenhagen,Youngest Child,Evening Classes,Arts,Special Needs
1236,1,1,6,9500.0,1.0,1.0,141.0,1,1,37,4.0,3.0,126.8,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.44285714285714,0.0,0.0,8.0,9.0,8,13.744444444444444,0,16.2,0.3,-0.92,Graduate,Venice,Middle Child,Full-Time,Arts,Special Needs
1558,1,16,1,171.0,1.0,,,1,37,37,,9.0,134.6,1,0,0,1,1,0,19,,0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,7.6,2.6,0.32,Dropout,,,Part-Time,Science,No Special Needs
4072,2,39,1,9238.0,1.0,19.0,,1,1,2,4.0,6.0,130.0,0,0,0,1,0,0,31,0.0,0,6.0,6,6.0,13.166666666666666,,0.0,6.0,8.0,6,13.0,0,9.4,-0.8,-3.12,Enrolled,Barcelona,,Full-Time,Engineering,
272,1,17,1,9147.0,1.0,1.0,,1,12,19,4.0,8.0,117.8,1,0,0,1,0,0,20,0.0,0,5.0,10,5.0,13.5,,0.0,5.0,8.0,5,12.333333333333334,0,13.9,-0.3,0.79,Graduate,Athens,,Full-Time,Science,
1946,1,1,1,9500.0,1.0,1.0,,1,19,38,5.0,3.0,149.3,0,0,0,1,0,0,18,0.0,0,8.0,8,8.0,14.035,,0.0,8.0,8.0,8,14.035,0,9.4,-0.8,-3.12,Graduate,Sofia,,Full-Time,Engineering,
2377,1,39,1,9147.0,1.0,,,1,37,37,,9.0,110.0,0,0,0,0,1,0,32,,0,5.0,9,,,,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,,,Full-Time,Medicine,
346,1,43,1,,1.0,1.0,110.0,1,37,37,9.0,9.0,110.0,0,0,0,1,0,0,36,0.0,10,,24,13.0,,1.0,,13.0,19.0,9,12.307692307692308,0,15.5,2.8,-4.06,Enrolled,Berlin,Youngest Child,Part-Time,Engineering,Special Needs
1348,1,53,1,9085.0,,42.0,,1,19,38,8.0,,144.9,1,0,1,0,0,0,23,,7,11.0,18,11.0,13.166666666666666,,4.0,,,8,,0,8.9,,3.51,Enrolled,,,Part-Time,Science,
1346,1,17,4,9773.0,1.0,1.0,134.0,1,1,1,3.0,3.0,120.4,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6,13.5,0,16.2,0.3,-0.92,Graduate,Saint Petersburg,Middle Child,Evening Classes,Science,No Special Needs
2881,1,43,1,9238.0,1.0,1.0,,1,19,19,5.0,5.0,114.3,1,0,0,1,0,0,22,0.0,5,10.0,15,8.0,11.0,,2.0,7.0,16.0,5,11.2,0,9.4,-0.8,-3.12,Enrolled,London,,Part-Time,Engineering,
2308,1,1,1,9500.0,1.0,1.0,,1,19,1,90.0,90.0,128.0,0,0,0,1,1,0,18,0.0,0,8.0,8,0.0,0.0,,0.0,8.0,8.0,0,0.0,3,10.8,1.4,1.74,Dropout,Saint Petersburg,,Online,Science,
2693,1,1,1,9003.0,1.0,1.0,,1,38,1,9.0,4.0,138.3,0,0,0,1,1,0,18,0.0,0,6.0,7,6.0,16.0,,0.0,6.0,6.0,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,Munich,,Full-Time,Science,
2104,1,1,1,9238.0,1.0,,,1,19,38,,9.0,121.7,0,1,0,1,0,1,20,,0,6.0,9,,,0.0,0.0,6.0,7.0,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate,,,Online,Science,No Special Needs
1963,1,1,2,9500.0,1.0,1.0,119.0,1,1,1,4.0,4.0,115.2,1,0,0,1,0,1,20,0.0,0,7.0,8,7.0,12.725,0.0,0.0,8.0,8.0,8,13.7125,0,13.9,-0.3,0.79,Graduate,Milan,Youngest Child,Online,Arts,Special Needs
3637,4,39,1,9853.0,1.0,19.0,,1,38,19,9.0,9.0,108.0,0,0,1,0,0,0,33,0.0,0,7.0,7,7.0,12.857142857142858,,0.0,7.0,8.0,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled,,,Full-Time,Science,
239,1,39,1,9085.0,1.0,19.0,133.1,1,19,19,9.0,7.0,140.0,0,0,1,0,0,0,24,0.0,2,6.0,11,3.0,11.75,0.0,1.0,6.0,14.0,3,10.333333333333334,0,16.2,0.3,-0.92,Dropout,Brussels,Middle Child,Part-Time,Medicine,No Special Needs
3281,2,7,1,8014.0,0.0,3.0,,1,35,35,90.0,90.0,140.0,0,0,0,0,0,0,59,0.0,10,15.0,22,12.0,13.333333333333334,,8.0,8.0,8.0,8,12.875,0,10.8,1.4,1.74,Dropout,Kyiv,,Online,Arts,
3564,1,44,1,9119.0,1.0,39.0,,1,19,3,3.0,4.0,130.0,0,0,1,0,1,0,23,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Madrid,,Online,Medicine,
1366,1,51,1,,1.0,1.0,136.0,1,1,19,3.0,5.0,133.6,1,0,0,1,1,0,20,0.0,4,,12,9.0,,0.0,,7.0,9.0,6,13.875,0,11.1,0.6,2.02,Dropout,Rome,Middle Child,Full-Time,Medicine,No Special Needs
2828,1,1,2,,1.0,1.0,,1,3,4,2.0,2.0,136.4,1,0,0,1,0,0,18,0.0,0,,6,6.0,,,,6.0,6.0,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled,,,Online,Engineering,
2164,1,1,2,9773.0,1.0,1.0,159.0,1,1,1,3.0,3.0,151.0,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6,15.333333333333334,0,12.7,3.7,-1.7,Graduate,Brussels,Middle Child,Full-Time,Medicine,No Special Needs
628,1,17,2,9773.0,1.0,1.0,125.0,1,1,38,5.0,6.0,115.9,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.0,0.0,0.0,6.0,6.0,6,14.166666666666666,0,12.4,0.5,1.79,Graduate,Amsterdam,First Child,Part-Time,Science,No Special Needs
1268,1,53,1,9991.0,0.0,1.0,140.0,1,38,38,191.0,193.0,135.0,0,0,1,1,0,0,23,0.0,6,11.0,18,8.0,12.375,0.0,3.0,9.0,15.0,5,12.6,0,8.9,1.4,3.51,Enrolled,Munich,Middle Child,Full-Time,Engineering,No Special Needs
4250,4,39,1,9500.0,1.0,19.0,,1,37,37,5.0,7.0,100.0,0,0,0,0,0,0,40,0.0,0,8.0,11,5.0,11.832,,0.0,8.0,11.0,5,11.832,4,9.4,-0.8,-3.12,Dropout,Istanbul,,Full-Time,Science,
2405,2,39,1,8014.0,0.0,1.0,,1,37,37,9.0,9.0,140.0,0,0,0,0,1,0,35,0.0,0,6.0,6,6.0,14.0,,0.0,6.0,6.0,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Dublin,,Evening Classes,Engineering,
1569,1,43,1,9130.0,1.0,1.0,133.1,6,37,37,9.0,6.0,100.0,0,0,0,1,0,0,37,1.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Bucharest,Youngest Child,Online,Science,No Special Needs
2894,1,17,4,9853.0,1.0,1.0,122.0,1,38,37,9.0,9.0,118.9,1,0,0,1,0,0,20,0.0,0,6.0,7,6.0,12.666666666666666,0.0,0.0,6.0,7.0,5,13.0,0,7.6,2.6,0.32,Graduate,Rome,Youngest Child,Full-Time,Arts,No Special Needs
718,2,42,1,9991.0,0.0,6.0,123.0,1,37,37,9.0,9.0,123.0,0,0,0,1,1,0,37,0.0,0,5.0,10,5.0,15.8,0.0,0.0,5.0,5.0,5,17.6,0,9.4,-0.8,-3.12,Enrolled,,Middle Child,Evening Classes,Science,Special Needs
593,1,17,1,9670.0,1.0,1.0,,1,1,19,4.0,8.0,134.7,1,0,0,1,0,0,20,0.0,0,6.0,8,5.0,13.4,,0.0,6.0,10.0,4,13.0,0,12.7,3.7,-1.7,Enrolled,Warsaw,,Part-Time,Commerce,
2335,1,17,4,9070.0,1.0,1.0,,1,1,1,3.0,3.0,125.4,1,0,0,1,1,1,19,0.0,0,6.0,6,6.0,12.833333333333334,,0.0,6.0,7.0,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,Helsinki,,Part-Time,Commerce,
3713,1,43,1,33.0,1.0,1.0,,1,37,37,1.0,1.0,100.0,1,0,0,1,1,0,32,0.0,0,7.0,7,0.0,0.0,,0.0,7.0,8.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Milan,,Part-Time,Engineering,
4397,1,5,4,9853.0,1.0,1.0,116.0,1,3,38,3.0,8.0,110.4,1,0,0,1,0,0,21,0.0,0,6.0,9,5.0,12.6,0.0,0.0,6.0,9.0,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled,Budapest,Youngest Child,Part-Time,Commerce,No Special Needs
681,1,44,1,9238.0,1.0,39.0,140.0,41,1,1,4.0,6.0,137.5,0,0,1,1,0,1,23,1.0,3,6.0,7,6.0,13.142857142857142,0.0,2.0,6.0,6.0,6,14.0,0,12.4,0.5,1.79,Graduate,Vienna,Middle Child,Evening Classes,Engineering,Special Needs
303,1,51,1,9670.0,1.0,1.0,,1,19,19,5.0,5.0,122.0,0,0,1,0,0,0,18,0.0,0,5.0,6,2.0,12.5,,0.0,5.0,6.0,4,10.25,0,9.4,-0.8,-3.12,Dropout,Brussels,,Online,Medicine,
1051,1,17,2,9500.0,1.0,1.0,134.0,1,19,37,4.0,7.0,133.5,1,0,0,1,0,0,19,0.0,0,7.0,8,7.0,14.05,0.0,0.0,8.0,8.0,8,15.1,0,13.9,-0.3,0.79,Graduate,Berlin,First Child,Online,Medicine,Special Needs
1551,1,43,1,9147.0,1.0,1.0,123.0,1,37,37,9.0,9.0,106.2,0,0,0,1,0,0,49,0.0,9,13.0,22,10.0,10.4,0.0,4.0,9.0,18.0,6,10.666666666666666,0,12.7,3.7,-1.7,Graduate,Athens,Youngest Child,Evening Classes,Engineering,No Special Needs
3073,1,39,1,9119.0,1.0,1.0,,1,19,37,9.0,4.0,149.0,1,0,0,1,1,0,33,0.0,0,5.0,10,4.0,12.0,,0.0,5.0,8.0,3,13.666666666666666,1,7.6,2.6,0.32,Enrolled,Budapest,,Full-Time,Science,
1608,1,17,1,9773.0,1.0,1.0,,1,38,19,9.0,10.0,125.2,1,0,0,1,1,0,18,0.0,0,6.0,6,6.0,12.666666666666666,,0.0,6.0,7.0,5,13.6,0,12.4,0.5,1.79,Enrolled,Munich,,Full-Time,Commerce,
2818,2,7,1,8014.0,0.0,3.0,124.4,1,37,34,0.0,0.0,130.0,0,0,0,1,0,0,30,0.0,8,10.0,11,9.0,12.666666666666666,0.0,3.0,7.0,7.0,7,12.428571428571429,1,7.6,2.6,0.32,Graduate,Saint Petersburg,Youngest Child,Part-Time,Engineering,Special Needs
185,1,18,2,9147.0,1.0,1.0,,1,3,3,5.0,7.0,119.1,1,0,1,0,0,0,20,0.0,0,5.0,9,3.0,10.0,,0.0,5.0,9.0,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,Copenhagen,,Full-Time,Science,
553,1,17,3,9119.0,1.0,1.0,117.0,1,1,2,3.0,2.0,119.8,1,0,0,1,1,0,19,0.0,0,5.0,10,2.0,11.0,0.0,0.0,6.0,10.0,0,0.0,0,11.1,0.6,2.02,Dropout,Copenhagen,First Child,Part-Time,Commerce,No Special Needs
430,1,1,3,9500.0,1.0,1.0,,1,37,38,9.0,9.0,120.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,12.082857142857142,,0.0,8.0,8.0,7,12.082857142857142,0,10.8,1.4,1.74,Graduate,Budapest,,Evening Classes,Engineering,
797,1,18,3,9500.0,1.0,1.0,145.0,1,1,1,4.0,8.0,133.6,1,0,0,1,0,0,18,0.0,0,7.0,8,7.0,13.087142857142856,0.0,0.0,8.0,8.0,8,12.95,0,11.1,0.6,2.02,Graduate,Vienna,Youngest Child,Evening Classes,Medicine,Special Needs
972,2,39,2,9119.0,1.0,19.0,133.1,1,37,37,7.0,7.0,118.0,0,0,0,0,1,0,33,0.0,0,5.0,11,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Oslo,First Child,Full-Time,Science,Special Needs
3242,1,39,1,,0.0,19.0,,1,37,37,9.0,9.0,100.0,0,0,0,1,0,0,38,0.0,0,,10,3.0,,,,6.0,7.0,1,12.0,0,13.9,-0.3,0.79,Dropout,Zurich,,Part-Time,Science,
3933,1,1,1,9147.0,1.0,1.0,126.0,1,19,19,9.0,9.0,115.2,0,0,1,1,0,0,19,0.0,0,5.0,13,1.0,10.0,0.0,0.0,5.0,8.0,2,10.0,0,12.4,0.5,1.79,Enrolled,Paris,Youngest Child,Evening Classes,Engineering,No Special Needs
3798,1,1,1,,1.0,1.0,,1,19,38,9.0,9.0,130.5,0,0,0,1,1,0,19,0.0,0,,8,6.0,,,,6.0,7.0,6,13.857142857142858,0,11.1,0.6,2.02,Graduate,Dublin,,Evening Classes,Science,
983,2,39,1,9991.0,0.0,1.0,130.0,1,38,38,9.0,3.0,145.6,0,0,0,1,1,0,34,0.0,0,5.0,10,4.0,11.75,0.0,0.0,5.0,10.0,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,Prague,Youngest Child,Evening Classes,Commerce,Special Needs
1698,1,1,1,9500.0,1.0,,,1,1,1,,5.0,161.0,1,0,0,1,1,0,18,,0,7.0,7,,,0.0,0.0,8.0,9.0,0,0.0,0,16.2,0.3,-0.92,Dropout,,,Full-Time,Medicine,No Special Needs
3768,1,1,3,9853.0,1.0,1.0,122.0,1,3,3,2.0,2.0,112.6,1,0,0,1,0,0,23,0.0,0,6.0,8,5.0,13.6,0.0,0.0,6.0,8.0,5,11.6,0,7.6,2.6,0.32,Enrolled,Venice,Middle Child,Online,Arts,No Special Needs
2233,1,43,1,9254.0,1.0,6.0,138.6,1,34,34,0.0,0.0,138.6,1,0,0,1,1,0,20,0.0,0,6.0,10,4.0,11.5,0.0,0.0,6.0,11.0,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,Warsaw,Middle Child,Part-Time,Arts,Special Needs
215,1,39,1,9556.0,1.0,40.0,130.0,1,1,1,4.0,5.0,145.0,0,0,0,1,0,0,25,0.0,0,7.0,10,6.0,12.125,0.0,0.0,8.0,9.0,8,13.3125,0,15.5,2.8,-4.06,Enrolled,Rome,Youngest Child,Online,Science,Special Needs
3763,1,1,1,9238.0,1.0,1.0,134.0,1,1,19,4.0,9.0,129.8,0,0,0,1,0,1,20,0.0,0,6.0,6,6.0,11.666666666666666,0.0,0.0,6.0,8.0,6,11.166666666666666,0,15.5,2.8,-4.06,Graduate,Dublin,First Child,Online,Engineering,Special Needs
3285,4,43,1,9991.0,0.0,1.0,140.0,1,37,37,5.0,5.0,149.8,0,0,0,1,1,0,36,0.0,0,5.0,5,5.0,13.8,0.0,0.0,5.0,6.0,5,13.8,0,12.7,3.7,-1.7,Graduate,Saint Petersburg,Middle Child,Full-Time,Arts,Special Needs
700,1,44,1,9085.0,1.0,39.0,130.0,1,2,2,6.0,6.0,130.0,0,0,0,0,1,0,20,0.0,2,6.0,10,5.0,13.2,0.0,1.0,6.0,21.0,3,12.0,0,12.4,0.5,1.79,Enrolled,Saint Petersburg,First Child,Full-Time,Commerce,Special Needs
4037,1,17,1,9238.0,1.0,1.0,,1,37,37,9.0,9.0,122.0,1,0,0,1,0,1,21,0.0,0,6.0,8,1.0,10.0,,0.0,6.0,13.0,5,11.4,0,12.7,3.7,-1.7,Enrolled,Barcelona,,Evening Classes,Science,
3347,1,39,1,9147.0,1.0,12.0,133.1,1,37,37,9.0,9.0,140.0,0,0,0,1,1,0,29,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Copenhagen,Middle Child,Part-Time,Arts,Special Needs
